GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC02_EST_VC01,HC03_EST_VC01,HC01_EST_VC03,HC02_EST_VC03,HC03_EST_VC03,HC01_EST_VC04,HC02_EST_VC04,HC03_EST_VC04,HC01_EST_VC05,HC02_EST_VC05,HC03_EST_VC05,HC01_EST_VC06,HC02_EST_VC06,HC03_EST_VC06,HC01_EST_VC08,HC02_EST_VC08,HC03_EST_VC08,HC01_EST_VC09,HC02_EST_VC09,HC03_EST_VC09,HC01_EST_VC11,HC02_EST_VC11,HC03_EST_VC11,HC01_EST_VC12,HC02_EST_VC12,HC03_EST_VC12,HC01_EST_VC13,HC02_EST_VC13,HC03_EST_VC13,HC01_EST_VC14,HC02_EST_VC14,HC03_EST_VC14,HC01_EST_VC15,HC02_EST_VC15,HC03_EST_VC15,HC01_EST_VC17,HC02_EST_VC17,HC03_EST_VC17,HC01_EST_VC18,HC02_EST_VC18,HC03_EST_VC18,HC01_EST_VC19,HC02_EST_VC19,HC03_EST_VC19,HC01_EST_VC20,HC02_EST_VC20,HC03_EST_VC20,HC01_EST_VC21,HC02_EST_VC21,HC03_EST_VC21,HC01_EST_VC22,HC02_EST_VC22,HC03_EST_VC22,HC01_EST_VC23,HC02_EST_VC23,HC03_EST_VC23,HC01_EST_VC24,HC02_EST_VC24,HC03_EST_VC24,HC01_EST_VC25,HC02_EST_VC25,HC03_EST_VC25,HC01_EST_VC26,HC02_EST_VC26,HC03_EST_VC26,HC01_EST_VC28,HC02_EST_VC28,HC03_EST_VC28,HC01_EST_VC29,HC02_EST_VC29,HC03_EST_VC29,HC01_EST_VC30,HC02_EST_VC30,HC03_EST_VC30,HC01_EST_VC32,HC02_EST_VC32,HC03_EST_VC32,HC01_EST_VC33,HC02_EST_VC33,HC03_EST_VC33,HC01_EST_VC34,HC02_EST_VC34,HC03_EST_VC34,HC01_EST_VC35,HC02_EST_VC35,HC03_EST_VC35,HC01_EST_VC36,HC02_EST_VC36,HC03_EST_VC36,HC01_EST_VC38,HC02_EST_VC38,HC03_EST_VC38,HC01_EST_VC39,HC02_EST_VC39,HC03_EST_VC39,HC01_EST_VC40,HC02_EST_VC40,HC03_EST_VC40,HC01_EST_VC41,HC02_EST_VC41,HC03_EST_VC41,HC01_EST_VC43,HC02_EST_VC43,HC03_EST_VC43,HC01_EST_VC44,HC02_EST_VC44,HC03_EST_VC44,HC01_EST_VC46,HC02_EST_VC46,HC03_EST_VC46,HC01_EST_VC47,HC02_EST_VC47,HC03_EST_VC47
0400000US12,12,Florida,13289030,1717801,11571229,,15.9,,,30.4,,,16.6,,,18.5,,47.8,92.9,41.2,52.2,7.1,58.8,26.6,7.1,29.5,37.0,25.4,38.8,14.6,22.2,13.5,11.2,21.3,9.7,10.5,24.0,8.5,,,,79.4,88.3,78.1,13.2,8.5,13.8,0.3,0.4,0.3,2.1,0.5,2.4,,,,3.7,1.2,4.1,1.2,1.1,1.2,18.7,5.5,20.7,65.1,84.1,62.3,23698,32957,22230,,33653,28078,,24563,18396,11814846,1694365,10120481,15.5,9.2,16.5,30.6,28.5,30.9,28.9,34.5,27.9,25.1,27.8,24.6,10407817,939848,9467969,76.0,77.2,75.8,7904767,725779,7178988,6.0,4.4,6.1,13289030,1717801,11571229,11.3,5.4,12.2,13289030,1717801,11571229,17.9,27.5,16.5
0400000US13,13,Georgia,6437595,731466,5706129,,25.9,,,34.0,,,11.0,,,8.4,,48.0,90.8,42.6,52.0,9.2,57.4,33.3,11.2,36.1,40.9,35.8,41.5,13.2,24.6,11.8,7.5,16.9,6.3,5.1,11.5,4.3,,,,65.1,71.1,64.3,27.3,26.5,27.4,0.2,0.4,0.2,2.8,0.5,3.1,,,,3.5,0.5,3.9,1.0,1.0,1.0,6.4,1.5,7.0,62.4,70.3,61.4,25285,35528,23731,,36106,30431,,29297,19424,5606631,718107,4888524,17.3,9.9,18.4,29.7,29.1,29.8,25.9,35.1,24.5,27.1,25.9,27.3,5626092,523913,5102179,76.6,79.4,76.3,4311333,415840,3895493,7.0,5.1,7.2,6437595,731466,5706129,12.4,5.8,13.2,6437595,731466,5706129,16.5,23.6,15.6
0400000US15,15,Hawaii,917646,116793,800853,,24.0,,,33.9,,,13.5,,,11.7,,47.8,90.4,41.6,52.2,9.6,58.4,27.1,11.1,29.4,38.6,28.8,40.1,15.9,25.0,14.5,8.4,17.2,7.1,10.0,17.9,8.8,,,,26.4,36.9,24.9,,,,,,,47.1,37.3,48.6,7.8,6.2,8.0,,,,15.7,11.8,16.3,6.1,4.6,6.3,24.6,34.9,23.1,26791,38583,25276,,39562,31586,,29284,21360,811982,112438,699544,12.2,6.7,13.1,30.8,31.3,30.8,29.3,33.6,28.6,27.7,28.4,27.6,748751,75842,672909,77.1,75.1,77.4,577585,56950,520635,4.2,3.3,4.3,917646,116793,800853,9.1,4.9,9.7,917646,116793,800853,14.8,21.0,13.9
0400000US16,16,Idaho,1019061,132844,886217,,18.1,,,35.5,,,14.4,,,12.9,,49.1,93.2,42.5,50.9,6.8,57.5,32.3,8.0,36.0,38.3,29.3,39.7,14.0,25.6,12.2,8.5,20.0,6.7,6.9,17.2,5.4,,,,92.7,96.8,92.1,,,,1.1,0.4,1.2,,,,,,,3.2,0.5,3.6,,,,7.6,1.7,8.5,88.7,95.9,87.7,21709,31000,20520,,31606,27733,,24596,15449,874064,128982,745082,13.3,9.8,13.9,29.7,30.3,29.6,33.7,36.4,33.2,23.3,23.5,23.2,862341,83499,778842,77.9,76.3,78.1,672168,63735,608433,5.3,5.5,5.3,1019061,132844,886217,12.5,6.7,13.4,1019061,132844,886217,17.9,28.7,16.3
0400000US17,17,Illinois,9197524,853338,8344186,,15.0,,,32.3,,,13.7,,,16.5,,48.2,94.5,43.4,51.8,5.5,56.6,31.2,8.2,33.5,39.7,24.2,41.3,13.5,26.5,12.2,8.2,19.0,7.0,7.5,22.1,6.0,,,,74.7,83.9,73.7,13.3,12.6,13.4,0.2,0.2,0.2,4.3,0.9,4.6,,,,6.6,1.6,7.1,0.9,0.8,0.9,12.7,3.4,13.7,68.8,82.3,67.4,26979,34779,26172,,35343,35016,,24441,20567,8071114,840307,7230807,14.3,10.5,14.7,28.3,32.2,27.8,28.2,33.6,27.6,29.2,23.8,29.9,7761371,502722,7258649,78.6,79.1,78.5,6097503,397900,5699603,7.6,7.3,7.6,9197524,853338,8344186,10.4,5.5,10.9,9197524,853338,8344186,14.4,24.2,13.4
0400000US18,18,Indiana,4496185,505259,3990926,,14.0,,,33.9,,,12.9,,,14.3,,48.3,94.6,42.5,51.7,5.4,57.5,30.2,7.1,33.1,39.6,29.0,41.0,14.1,26.4,12.5,8.5,18.5,7.2,7.7,19.0,6.2,,,,87.7,90.6,87.3,7.8,7.4,7.9,0.3,0.3,0.3,1.3,0.2,1.4,,,,2.0,0.7,2.2,0.9,0.8,0.9,4.0,1.5,4.3,85.9,89.9,85.4,24773,31319,23613,,31588,32213,,25566,18266,3953464,497288,3456176,14.7,12.1,15.1,37.1,39.3,36.8,26.9,30.5,26.4,21.3,18.1,21.7,3769014,315601,3453413,78.4,78.5,78.3,2953288,247749,2705539,6.6,6.7,6.6,4496185,505259,3990926,10.7,5.5,11.3,4496185,505259,3990926,17.6,27.2,16.4
0400000US19,19,Iowa,2192545,249911,1942634,,13.1,,,34.2,,,15.2,,,16.3,,48.6,94.9,42.7,51.4,5.1,57.3,28.8,6.4,31.7,38.6,25.9,40.2,14.3,26.0,12.8,9.1,19.5,7.8,9.2,22.3,7.5,,,,94.5,97.4,94.2,1.8,1.3,1.9,,,,1.4,0.4,1.5,,,,,,,0.7,0.5,0.7,3.0,1.0,3.3,93.0,96.7,92.5,24846,31748,23880,,32188,31396,,20757,18937,1925435,247096,1678339,10.5,10.1,10.5,35.9,40.9,35.2,29.8,30.0,29.8,23.8,19.0,24.5,1790378,145530,1644848,82.7,80.4,82.9,1479948,116972,1362976,4.9,4.9,4.9,2192545,249911,1942634,9.9,5.4,10.5,2192545,249911,1942634,16.0,25.6,14.8
0400000US20,20,Kansas,1981969,238506,1743463,,18.5,,,33.5,,,12.7,,,15.2,,48.6,93.1,42.5,51.4,6.9,57.5,30.9,9.6,33.8,38.9,27.2,40.5,13.5,25.0,11.9,8.5,17.7,7.2,8.2,20.5,6.5,,,,86.9,90.9,86.4,5.0,5.2,5.0,0.8,0.5,0.9,2.0,0.5,2.2,,,,3.6,1.3,4.0,1.5,1.5,1.5,7.1,2.7,7.7,83.9,89.7,83.1,24126,32071,22833,,32663,30577,,24954,18239,1718855,232933,1485922,11.3,8.6,11.7,30.3,32.4,29.9,30.3,33.9,29.8,28.1,25.0,28.6,1651841,147495,1504346,81.2,81.6,81.1,1340957,120325,1220632,5.2,4.2,5.3,1981969,238506,1743463,10.6,5.5,11.3,1981969,238506,1743463,16.4,26.5,15.1
0400000US21,21,Kentucky,3073085,341752,2731333,,17.7,,,34.9,,,12.3,,,12.1,,47.9,94.0,42.2,52.1,6.0,57.8,29.5,8.1,32.2,39.6,29.1,40.9,14.7,27.3,13.2,9.2,18.8,8.0,6.9,16.6,5.7,,,,91.0,91.5,90.9,6.6,7.2,6.6,,,,,,,,,,,,,0.7,0.7,0.7,1.5,0.8,1.6,90.1,90.9,90.0,21159,29679,20178,,30134,26685,,21941,15761,2708592,337583,2371009,21.1,17.2,21.6,34.7,34.9,34.7,25.0,30.8,24.1,19.3,17.1,19.6,2577200,220615,2356585,72.2,72.3,72.2,1860300,159553,1700747,7.3,5.5,7.5,3073085,341752,2731333,15.1,7.8,16.0,3073085,341752,2731333,23.9,32.6,22.8
0400000US22,22,Louisiana,3234969,337822,2897147,,20.3,,,34.3,,,12.4,,,13.2,,47.0,93.2,41.6,53.0,6.8,58.4,31.6,11.4,34.0,38.9,26.3,40.3,14.1,26.3,12.7,8.6,18.1,7.5,6.8,17.8,5.6,,,,66.5,75.3,65.5,29.8,22.1,30.7,0.6,0.5,0.6,1.4,0.5,1.5,,,,0.8,0.7,0.9,0.8,0.9,0.8,2.7,2.0,2.8,64.7,73.9,63.7,20367,29836,19165,,30415,26933,,19444,14782,2780612,327831,2452781,19.6,12.7,20.5,35.1,34.9,35.1,24.8,31.4,23.9,20.5,20.9,20.5,2736086,216576,2519510,73.2,73.0,73.3,2003808,158080,1845728,8.8,6.5,9.0,3234969,337822,2897147,16.8,7.4,18.0,3234969,337822,2897147,20.5,29.4,19.5
0400000US23,23,Maine,1003350,145352,857998,,15.9,,,34.5,,,15.0,,,14.4,,48.0,92.8,40.4,52.0,7.2,59.6,24.6,7.4,27.5,41.3,28.5,43.5,16.0,26.5,14.2,9.4,18.7,7.8,8.7,18.9,6.9,,,,97.2,97.8,97.1,,,,,,,,,,,,,,,,0.8,0.8,0.8,0.8,0.9,0.8,96.6,97.0,96.6,23172,30794,21997,,31431,29736,,23101,17944,896293,143486,752807,11.1,10.8,11.1,36.2,37.4,35.9,27.2,28.9,26.9,25.6,22.9,26.1,822035,90678,731357,79.3,76.1,79.7,652235,69009,583226,5.4,4.7,5.4,1003350,145352,857998,11.3,6.5,12.2,1003350,145352,857998,19.6,29.1,18.0
0400000US24,24,Maryland,4038360,480654,3557706,,21.4,,,32.5,,,12.0,,,12.8,,47.0,89.4,41.3,53.0,10.6,58.7,28.5,9.5,31.0,41.8,31.9,43.1,14.6,24.7,13.3,8.0,16.3,6.8,7.1,17.5,5.7,,,,63.5,70.1,62.6,27.2,26.9,27.3,0.3,0.3,0.3,5.0,1.1,5.5,,,,2.8,0.5,3.1,1.1,1.1,1.1,5.3,1.7,5.8,61.3,69.2,60.3,32292,43660,31012,,44767,39488,,37680,25871,3562841,472882,3089959,13.0,11.1,13.3,26.8,26.5,26.8,25.7,31.2,24.9,34.5,31.3,35.0,3428910,318121,3110789,80.5,82.6,80.3,2760389,262919,2497470,5.5,3.5,5.7,4038360,480654,3557706,7.4,3.7,7.9,4038360,480654,3557706,14.3,20.1,13.5
0400000US25,25,Massachusetts,4725900,453249,4272651,,11.7,,,30.7,,,15.5,,,20.6,,47.6,94.4,42.7,52.4,5.6,57.3,28.1,6.4,30.4,40.9,21.1,43.0,14.1,25.6,12.9,8.1,20.6,6.8,8.7,26.3,6.9,,,,84.9,94.0,84.0,5.3,3.0,5.5,0.2,0.4,0.2,4.7,0.7,5.2,,,,3.9,1.2,4.2,0.9,0.7,1.0,6.8,2.2,7.2,81.8,93.0,80.6,30588,36028,30087,,36559,40352,,24743,23320,4238791,448461,3790330,12.0,11.6,12.1,27.4,31.5,27.0,23.7,27.6,23.2,36.9,29.3,37.8,3929112,240740,3688372,79.8,80.1,79.8,3136669,192757,2943912,6.0,5.6,6.1,4725900,453249,4272651,9.4,5.3,9.8,4725900,453249,4272651,15.1,24.8,14.0
0400000US26,26,Michigan,7347736,782823,6564913,,12.5,,,33.9,,,13.4,,,16.1,,48.1,94.4,42.6,51.9,5.6,57.4,29.2,6.4,31.9,40.3,26.7,41.9,14.3,27.6,12.7,8.2,18.0,7.0,8.1,21.2,6.5,,,,81.9,87.4,81.3,12.7,10.2,13.0,0.6,0.6,0.6,2.3,0.3,2.5,,,,1.4,0.6,1.5,1.0,0.9,1.1,3.2,1.6,3.4,80.3,86.5,79.5,25395,32233,24294,,32624,33923,,24602,18509,6450560,773952,5676608,13.0,12.9,13.0,31.4,32.1,31.3,31.0,35.6,30.3,24.7,19.3,25.4,6153234,475868,5677366,76.8,75.0,77.0,4725882,357056,4368826,8.5,8.0,8.5,7347736,782823,6564913,11.4,6.3,12.1,7347736,782823,6564913,17.6,27.0,16.5
0400000US27,27,Minnesota,3759713,407255,3352458,,11.5,,,35.1,,,14.4,,,15.1,,49.1,94.6,43.6,50.9,5.4,56.4,30.3,5.6,33.3,40.9,26.3,42.7,13.4,28.0,11.7,7.9,19.7,6.5,7.5,20.5,5.9,,,,90.0,95.7,89.3,3.4,1.9,3.6,1.0,1.0,0.9,3.2,0.5,3.5,,,,1.6,0.3,1.7,0.8,0.6,0.8,3.0,1.0,3.3,88.5,95.1,87.7,28421,34791,27431,,35209,36271,,25479,21759,3289447,401786,2887661,9.1,10.3,8.9,28.1,32.4,27.5,32.2,32.8,32.1,30.7,24.5,31.6,3182395,243543,2938852,83.4,81.1,83.6,2653013,197555,2455458,5.3,5.0,5.3,3759713,407255,3352458,8.4,4.4,8.9,3759713,407255,3352458,13.7,23.2,12.5
0400000US28,28,Mississippi,2070896,226398,1844498,,20.6,,,33.1,,,14.2,,,12.0,,46.9,93.2,41.3,53.1,6.8,58.7,31.1,9.5,33.7,38.6,30.1,39.6,14.1,23.5,12.9,9.4,20.5,8.1,6.9,16.3,5.7,,,,63.9,76.2,62.4,33.7,22.1,35.1,,,,,,,,,,,,,0.7,0.8,0.6,1.5,1.1,1.6,63.1,75.5,61.6,18994,28055,17657,,28581,23778,,21614,14322,1789420,220584,1568836,21.6,14.1,22.7,32.1,32.1,32.1,27.7,33.2,26.9,18.6,20.5,18.3,1733434,142922,1590512,73.1,75.9,72.8,1267054,108414,1158640,8.9,7.0,9.1,2070896,226398,1844498,18.1,7.5,19.4,2070896,226398,1844498,24.4,33.5,23.3
0400000US29,29,Missouri,4251339,533517,3717822,,15.8,,,34.1,,,14.1,,,13.8,,47.9,94.3,41.2,52.1,5.7,58.8,29.6,8.0,32.7,39.0,27.4,40.7,14.4,26.2,12.7,9.2,19.4,7.7,7.8,19.0,6.2,,,,86.1,90.0,85.5,10.2,8.0,10.5,0.4,0.4,0.4,1.4,0.3,1.6,,,,0.9,0.2,1.0,1.0,1.0,1.0,2.3,1.1,2.5,84.8,89.3,84.1,23484,29986,22416,,30502,30290,,20156,17886,3721542,523745,3197797,15.0,13.4,15.3,33.5,34.6,33.4,27.5,31.1,26.9,23.9,20.9,24.4,3530201,328514,3201687,78.5,78.5,78.5,2769705,257733,2511972,6.5,5.9,6.5,4251339,533517,3717822,11.6,6.6,12.3,4251339,533517,3717822,19.6,29.4,18.2
0400000US30,30,Montana,704193,100637,603556,,15.9,,,36.6,,,13.9,,,12.0,,49.1,93.3,41.8,50.9,6.7,58.2,27.6,9.0,30.7,39.3,25.7,41.5,16.0,28.1,13.9,9.5,20.6,7.6,7.7,16.6,6.2,,,,92.1,93.7,91.9,,,,5.3,4.1,5.5,,,,,,,,,,1.3,1.6,1.2,,,,91.0,93.2,90.6,21464,28398,20287,,29087,28114,,16141,15635,617636,97894,519742,9.3,9.3,9.3,32.0,32.1,31.9,32.3,32.1,32.3,26.4,26.4,26.4,583129,63211,519918,79.4,78.7,79.5,462859,49728,413131,5.0,4.3,5.1,704193,100637,603556,12.8,6.8,13.8,704193,100637,603556,18.6,27.9,17.0
0400000US31,31,Nebraska,1270888,154607,1116281,,20.1,,,31.4,,,14.4,,,14.5,,48.7,92.3,42.7,51.3,7.7,57.3,30.8,9.4,33.8,38.4,26.5,40.0,13.7,25.1,12.1,8.6,18.9,7.2,8.5,20.2,6.9,,,,91.0,92.9,90.8,3.7,4.0,3.6,,,,,,,,,,2.4,1.0,2.6,0.8,1.0,0.8,5.9,2.6,6.4,87.7,91.5,87.1,24215,31927,23089,,32332,30268,,23217,18613,1104004,150651,953353,10.6,10.0,10.6,30.8,33.7,30.3,31.5,31.7,31.5,27.2,24.5,27.6,1052971,94296,958675,82.7,84.7,82.5,870475,79844,790631,4.4,3.3,4.5,1270888,154607,1116281,9.7,4.7,10.4,1270888,154607,1116281,15.9,25.3,14.6
0400000US32,32,Nevada,1757343,233633,1523710,,18.5,,,37.2,,,13.7,,,11.0,,50.2,93.3,43.6,49.8,6.7,56.4,32.0,8.2,35.7,38.6,29.3,40.0,14.2,26.5,12.3,9.1,20.5,7.3,6.1,15.5,4.7,,,,78.2,86.1,77.0,6.6,7.0,6.5,1.1,0.9,1.2,6.3,2.3,6.9,,,,5.3,1.6,5.8,2.1,1.8,2.1,20.3,6.1,22.4,63.9,82.0,61.2,27126,37065,26052,,37847,31147,,29893,22226,1550802,230051,1320751,17.3,7.7,18.9,30.9,27.8,31.4,31.3,40.1,29.7,20.6,24.4,20.0,1489667,149452,1340215,78.1,79.8,77.9,1163687,119197,1044490,5.6,4.8,5.7,1757343,233633,1523710,9.8,5.3,10.5,1757343,233633,1523710,13.6,22.3,12.3
0400000US33,33,New Hampshire,967192,129603,837589,,14.3,,,34.5,,,13.8,,,12.6,,48.6,92.1,41.9,51.4,7.9,58.1,25.4,6.9,28.3,43.9,29.4,46.2,15.0,27.4,13.1,8.3,18.6,6.7,7.3,17.7,5.7,,,,96.0,98.2,95.6,,,,,,,,,,,,,,,,,,,,,,94.7,97.0,94.3,29687,36061,28280,,36870,38939,,28121,22061,866165,127879,738286,10.1,10.6,10.1,30.6,32.2,30.4,27.5,29.5,27.1,31.8,27.7,32.5,815871,82519,733352,82.4,84.1,82.3,672683,69429,603254,4.6,2.9,4.8,967192,129603,837589,6.9,3.9,7.4,967192,129603,837589,15.4,24.0,14.1
0400000US34,34,New Jersey,6358519,546437,5812082,,10.9,,,30.6,,,15.3,,,20.1,,47.7,95.1,43.2,52.3,4.9,56.8,27.1,5.9,29.1,41.8,21.0,43.7,14.3,26.1,13.2,8.3,20.6,7.2,8.5,26.4,6.8,,,,71.9,84.5,70.7,12.3,11.4,12.4,0.2,0.2,0.2,7.4,1.2,8.0,,,,7.1,2.0,7.6,1.0,0.7,1.1,14.3,4.7,15.1,65.2,82.0,63.6,31618,40006,30893,,40486,41353,,30282,23431,5660793,539761,5121032,13.8,12.0,13.9,29.5,34.2,29.0,22.5,26.9,22.1,34.2,27.0,35.0,5290509,289126,5001383,78.3,80.3,78.2,4143348,232232,3911116,6.1,6.0,6.1,6358519,546437,5812082,7.7,4.0,8.0,6358519,546437,5812082,13.7,23.3,12.8
0400000US35,35,New Mexico,1392242,177687,1214555,,20.2,,,35.2,,,13.5,,,11.8,,47.9,91.5,41.6,52.1,8.5,58.4,30.2,9.7,33.2,38.4,30.1,39.6,15.1,24.8,13.7,9.3,19.5,7.8,7.0,15.9,5.7,,,,71.9,80.0,70.7,1.7,3.1,1.5,8.7,4.3,9.3,1.3,0.6,1.4,,,,14.1,9.2,14.8,2.2,2.8,2.1,40.9,29.2,42.6,46.8,61.7,44.6,20868,32264,19289,,33066,24034,,26427,15928,1201991,174782,1027209,18.1,9.4,19.6,28.7,26.3,29.1,28.2,34.2,27.2,25.0,30.1,24.1,1164557,114655,1049902,74.4,74.6,74.4,866435,85541,780894,7.0,3.4,7.3,1392242,177687,1214555,16.0,8.0,17.2,1392242,177687,1214555,19.8,30.9,18.2
0400000US36,36,New York,14119047,1098272,13020775,,11.8,,,30.1,,,14.8,,,19.1,,47.2,94.5,43.3,52.8,5.5,56.7,29.0,6.5,30.9,40.0,22.4,41.4,14.3,25.4,13.3,8.5,20.7,7.5,8.3,25.0,6.9,,,,69.0,86.1,67.6,14.3,9.3,14.7,0.4,0.5,0.3,6.9,1.0,7.4,,,,8.3,2.2,8.8,1.1,0.9,1.1,15.0,5.8,15.8,62.9,83.1,61.2,27092,33747,26464,,34323,33670,,27356,21366,12534575,1082124,11452451,15.7,11.9,16.0,29.2,34.4,28.7,23.9,29.4,23.3,31.3,24.3,31.9,11748174,597045,11151129,75.6,74.3,75.6,8878274,443861,8434413,6.8,6.2,6.9,14119047,1098272,13020775,12.0,5.9,12.6,14119047,1098272,13020775,15.8,26.1,14.9
0400000US37,37,North Carolina,6240503,723831,5516672,,21.2,,,33.6,,,12.8,,,12.0,,47.8,92.1,42.0,52.2,7.9,58.0,30.2,10.2,32.9,39.7,31.1,40.8,14.3,24.3,12.9,8.8,18.1,7.6,7.0,16.4,5.7,,,,73.7,78.9,73.0,19.7,18.1,19.9,1.2,0.9,1.3,1.7,0.4,1.9,,,,2.7,0.5,2.9,0.9,1.1,0.9,5.5,1.4,6.0,71.1,78.2,70.2,22853,31698,21761,,32357,27351,,25259,17903,5537011,707376,4829635,17.8,11.5,18.7,29.5,30.2,29.4,27.6,34.4,26.7,25.1,24.0,25.3,5254628,474661,4779967,77.3,78.7,77.2,4062565,373742,3688823,6.8,4.8,7.0,6240503,723831,5516672,13.0,6.9,13.8,6240503,723831,5516672,18.7,26.4,17.6
0400000US38,38,North Dakota,470198,58479,411719,,22.7,,,32.9,,,11.8,,,12.7,,49.0,91.8,42.9,51.0,8.2,57.1,29.3,13.2,31.6,38.3,27.3,39.9,13.9,24.7,12.4,8.8,16.8,7.7,9.6,18.1,8.4,,,,93.1,93.6,93.0,,,,4.3,3.8,4.4,,,,,,,,,,,,,,,,92.5,92.9,92.4,23211,29573,22178,,30029,30784,,23337,17809,410905,55709,355196,11.9,13.6,11.6,29.0,32.6,28.5,33.7,32.6,33.8,25.4,21.1,26.1,383543,38103,345440,83.6,84.2,83.6,320806,32085,288721,3.8,2.6,3.9,470198,58479,411719,10.7,5.3,11.5,470198,58479,411719,15.9,25.1,14.6
0400000US39,39,Ohio,8390951,982418,7408533,,14.1,,,32.7,,,13.0,,,15.8,,47.8,94.3,41.6,52.2,5.7,58.4,28.7,7.3,31.6,39.8,27.8,41.4,14.4,26.2,12.9,8.7,17.9,7.4,8.4,20.8,6.8,,,,86.0,88.8,85.6,10.5,9.6,10.7,0.2,0.2,0.2,1.5,0.2,1.6,,,,0.9,0.5,0.9,0.9,0.7,0.9,2.0,1.1,2.1,85.0,88.2,84.6,24597,31375,23492,,31671,31828,,25520,18401,7396710,969010,6427700,13.7,13.4,13.7,36.7,38.6,36.4,26.3,29.2,25.9,23.3,18.7,24.0,6959967,602340,6357627,77.7,77.7,77.8,5411127,468037,4943090,7.0,6.7,7.1,8390951,982418,7408533,11.3,6.1,11.9,8390951,982418,7408533,18.0,26.3,16.9
0400000US40,40,Oklahoma,2572747,341464,2231283,,20.3,,,35.9,,,13.6,,,12.4,,48.0,93.0,41.2,52.0,7.0,58.8,30.8,11.0,33.8,37.6,26.5,39.4,14.4,26.3,12.6,9.8,19.2,8.4,7.4,17.0,5.9,,,,77.9,82.6,77.2,6.4,6.6,6.4,6.8,5.1,7.0,1.6,0.6,1.7,,,,2.5,1.1,2.7,4.7,4.0,4.8,5.6,2.4,6.1,75.4,81.4,74.5,21362,30007,20139,,30590,26409,,22345,15847,2234742,331297,1903445,15.7,11.7,16.4,32.2,28.4,32.9,29.8,37.1,28.5,22.3,22.7,22.2,2130984,217780,1913204,75.2,76.8,75.0,1601773,167180,1434593,6.3,5.6,6.4,2572747,341464,2231283,14.4,7.7,15.5,2572747,341464,2231283,21.7,32.5,20.1
0400000US41,41,Oregon,2709927,350365,2359562,,14.2,,,37.1,,,12.5,,,15.5,,48.9,92.9,42.4,51.1,7.1,57.6,30.3,7.3,33.7,38.5,27.7,40.1,14.6,27.2,12.8,8.4,18.8,6.9,8.1,19.0,6.5,,,,88.4,94.1,87.5,1.4,1.3,1.5,1.3,1.2,1.3,3.6,0.9,4.0,,,,3.0,0.5,3.4,2.1,2.0,2.1,8.1,2.1,9.0,84.0,92.7,82.6,23549,31655,22171,,32369,30193,,22304,17481,2382072,345602,2036470,12.6,8.9,13.2,26.3,25.2,26.5,33.4,39.8,32.3,27.7,26.0,28.0,2262519,217910,2044609,78.0,77.7,78.1,1765788,169351,1596437,7.3,6.0,7.4,2709927,350365,2359562,12.8,6.3,13.8,2709927,350365,2359562,18.1,28.5,16.6
0400000US42,42,Pennsylvania,9169767,1088379,8081388,,11.9,,,31.3,,,14.2,,,19.4,,47.6,94.4,41.2,52.4,5.6,58.8,26.4,5.9,29.2,39.6,23.7,41.7,14.9,26.0,13.4,9.0,19.1,7.7,10.1,25.3,8.0,,,,86.4,90.9,85.8,9.0,7.5,9.2,0.1,0.2,0.1,2.2,0.3,2.5,,,,1.6,0.6,1.7,0.7,0.5,0.7,3.3,1.3,3.6,84.8,90.2,84.0,24430,30204,23475,,30540,32566,,23684,18102,8173089,1076416,7096673,13.3,13.5,13.3,38.7,41.0,38.3,22.4,24.8,22.0,25.7,20.7,26.4,7415301,605435,6809866,77.3,76.6,77.3,5730581,463979,5266602,6.4,6.1,6.4,9169767,1088379,8081388,10.5,5.7,11.1,9169767,1088379,8081388,17.8,27.6,16.5
0400000US44,44,Rhode Island,785844,88971,696873,,15.1,,,34.9,,,15.3,,,18.3,,47.2,94.0,41.3,52.8,6.0,58.7,27.8,7.5,30.3,40.2,24.7,42.2,14.2,27.2,12.6,7.9,15.9,6.9,9.9,24.7,8.0,,,,85.3,92.7,84.4,4.4,3.9,4.4,,,,,,,,,,6.2,1.5,6.8,,,,9.1,1.6,10.0,82.3,92.2,81.0,27492,34713,26596,,34903,34860,,32588,21300,703052,87879,615173,16.6,13.4,17.0,29.3,32.8,28.8,25.0,27.0,24.7,29.2,26.8,29.5,645883,52879,593004,80.5,76.6,80.9,520022,40515,479507,5.8,5.5,5.9,785844,88971,696873,10.0,5.4,10.6,785844,88971,696873,17.8,28.3,16.5
0400000US45,45,South Carolina,3077479,400152,2677327,,22.3,,,34.9,,,12.4,,,11.3,,47.3,92.3,40.5,52.7,7.7,59.5,29.5,9.9,32.4,38.9,30.8,40.1,15.2,25.7,13.6,9.5,18.6,8.1,7.0,15.0,5.8,,,,69.8,76.3,68.8,26.7,21.9,27.4,,,,1.1,0.3,1.2,,,,,,,0.7,0.8,0.7,2.9,0.8,3.3,68.3,75.9,67.2,22232,31973,21037,,32516,27037,,22653,16994,2711679,392779,2318900,18.4,11.8,19.5,31.5,29.3,31.9,27.1,34.1,25.9,23.0,24.9,22.6,2571891,265666,2306225,75.6,76.9,75.5,1945213,204286,1740927,7.7,5.6,7.9,3077479,400152,2677327,13.3,6.8,14.3,3077479,400152,2677327,19.8,26.7,18.8
